age,workclass,loan_amount,Education,Years_of_education,Martial_status,Occupation,Race,Gender,Capital_gain,Capital_loss,Weekly_work_hours,Country/area_of_origin,income,Index,Employed,Bank_Balance,loan_purpose,credit_history,past_bankruptcy,Default
34,Private,171776,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,7298,0,40,Australia,>50K,2831,0,10344.72,Debt Consolidation,6.6,0,0
34,Private,238854,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,Australia,<=50K,9522,0,12433.44,Debt Consolidation,14,0,0
34,Private,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,7688,0,50,Australia,>50K,2603,0,4571.52,Other,19.6,0,0
34,Private,352396,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,7298,0,50,Australia,>50K,2866,0,12197.4,Debt Consolidation,13.4,0,0
34,Private,673464,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,Australia,>50K,4677,0,16126.44,Debt Consolidation,21.1,0,1
35,Private,257444,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,4064,0,35,Australia,<=50K,3383,0,8946.84,Debt Consolidation,29.1,0,0
35,Local-gov,642246,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,2377,40,Australia,<=50K,127,0,18688.08,Home Improvements,16.9,0,0
35,Private,112728,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,Australia,<=50K,5690,0,4834.92,Debt Consolidation,22.5,1,0
35,Local-gov,237930,Some-college,10,Married-civ-spouse,Other-service,White,Male,0,0,40,Australia,<=50K,8254,0,14196.84,Debt Consolidation,22.9,1,0
35,Private,287386,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Australia,>50K,9783,0,20045.64,Buy a Car,6.5,1,0
35,Private,545842,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,2051,45,Australia,<=50K,252,0,13523.4,Debt Consolidation,17,0,0
35,Private,670758,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,50,Australia,<=50K,7469,0,19436.52,other,15,0,0
35,Self-emp-not-inc,613668,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,3908,0,60,Australia,<=50K,3459,0,7003.2,Debt Consolidation,17.6,0,1
35,Self-emp-not-inc,245278,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,60,Australia,>50K,7256,0,10735.92,Debt Consolidation,9.5,0,1
35,Self-emp-not-inc,398222,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,60,Australia,<=50K,8813,0,18690.36,Debt Consolidation,31,0,1
36,Private,153362,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,5986,0,21043.2,Debt Consolidation,31.7,0,1
36,Private,85954,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,<=50K,7139,0,19386,Debt Consolidation,4.9,0,1
36,Private,308858,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7298,0,44,Australia,>50K,2690,0,11711.52,Debt Consolidation,16,0,1
36,Self-emp-inc,348524,Some-college,10,Married-civ-spouse,Sales,White,Male,15024,0,60,Australia,>50K,2017,0,8274.24,other,15.9,0,1
37,,718916,Some-college,10,Married-civ-spouse,,White,Male,0,0,20,Australia,<=50K,7708,0,22151.76,Debt Consolidation,10.6,0,0
37,Private,278740,Some-college,10,Married-civ-spouse,Sales,White,Female,7298,0,40,Australia,>50K,2777,0,21277.8,Home Improvements,16.7,0,1
37,Private,346522,Some-college,10,Married-civ-spouse,Tech-support,White,Female,5013,0,40,Australia,<=50K,3163,0,28983.84,Other,16,0,1
37,Federal-gov,261052,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,42,Australia,>50K,4392,0,10082.64,Debt Consolidation,20.4,0,0
37,Federal-gov,173338,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,43,Australia,<=50K,7454,0,15011.64,Debt Consolidation,17.4,0,0
37,Self-emp-inc,138534,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1485,44,Australia,>50K,1409,0,14525.28,Debt Consolidation,14.2,0,0
37,Private,44726,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,Australia,<=50K,7103,0,9855.12,other,10,0,0
37,Private,217470,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,5178,0,75,Australia,>50K,3042,0,20194.8,Debt Consolidation,30,0,0
38,,644094,Some-college,10,Married-civ-spouse,,White,Male,0,0,15,Australia,<=50K,9823,0,19309.68,Debt Consolidation,19.4,0,0
,Self-emp-not-inc,244420,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,7688,0,40,Australia,>50K,2420,0,14900.28,Buy a Car,27,0,0
,State-gov,189376,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,7688,0,40,Australia,>50K,2577,0,14793.48,Debt Consolidation,14.4,0,0
,Private,108856,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7688,0,40,Australia,>50K,2601,0,0,other,6,1,0
,Private,216194,Some-college,10,Married-civ-spouse,Sales,White,Male,7298,0,40,Australia,>50K,2795,0,15258.72,Debt Consolidation,15.4,0,0
38,Private,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,44,Australia,>50K,6792,0,11940.48,Debt Consolidation,17.5,0,1
38,Private,107492,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1902,50,Australia,>50K,676,0,4200.24,Other,9.1,0,0
38,Self-emp-not-inc,455532,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,3137,0,50,Australia,<=50K,3659,0,14675.52,Debt Consolidation,14.5,0,0
38,Private,204600,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,7298,0,60,Australia,>50K,2802,0,19226.16,Debt Consolidation,16.1,0,0
39,Private,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,48,Australia,<=50K,6673,0,1615.44,Debt Consolidation,24,0,0
39,Private,505912,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,52,Australia,>50K,7656,0,3247.2,Debt Consolidation,21.9,0,0
39,Private,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1977,62,Australia,>50K,462,0,16602.84,Debt Consolidation,19.9,0,0
39,Private,99999999,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,2415,99,Australia,>50K,93,0,13787.64,other,22.6,1,0
40,Self-emp-not-inc,99999999,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,20,Australia,<=50K,8375,0,10659.72,Debt Consolidation,22.6,0,0
40,,172040,Some-college,10,Married-civ-spouse,,White,Female,0,0,25,Australia,<=50K,9223,0,15070.2,Debt Consolidation,9.7,0,0
40,Federal-gov,99999999,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1579,40,Australia,<=50K,1318,0,15879.48,Debt Consolidation,9.6,0,0
40,Private,99999999,Some-college,10,Married-civ-spouse,Other-service,White,Male,0,1485,40,Australia,<=50K,1397,0,16016.4,Other,17.5,0,0
40,Private,99999999,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,7298,0,40,Australia,>50K,2815,0,5557.44,Business Loan,7.4,1,0
40,Private,780560,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,5178,0,40,Australia,>50K,3025,0,17042.4,Home Improvements,25.7,0,0
40,Private,441452,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,2580,0,40,Australia,<=50K,3887,0,11638.8,Debt Consolidation,15.6,0,0
40,Private,111078,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,<=50K,8104,0,7207.2,Debt Consolidation,24.4,0,0
40,Local-gov,444840,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,42,Australia,>50K,5715,0,14293.08,Debt Consolidation,7.8,0,0
40,Private,178178,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,43,Australia,<=50K,8606,0,10941.12,Debt Consolidation,39.6,0,0
40,Private,371272,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,Australia,>50K,5599,0,18341.88,Debt Consolidation,9.9,0,0
40,Private,432168,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7298,0,50,Australia,>50K,2904,0,8742.6,Debt Consolidation,12.3,0,0
40,Private,268708,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,5178,0,60,Australia,>50K,3029,0,8975.52,Debt Consolidation,23.3,0,1
41,Private,99999999,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,0,0,32,Australia,>50K,9382,0,0,Debt Consolidation,17.3,0,0
41,Private,215886,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,2829,0,40,Australia,<=50K,3846,0,9174.72,Debt Consolidation,11,0,0
41,Local-gov,544940,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,0,0,40,Australia,>50K,5169,0,17124.6,Business Loan,17.4,0,0
41,Private,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,<=50K,6200,0,13359.96,Buy a Car,25.9,0,0
41,Local-gov,789096,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,<=50K,7988,0,9379.32,Debt Consolidation,28.1,0,0
41,Private,444444,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,9534,0,17215.08,Debt Consolidation,22.5,0,0
41,Self-emp-not-inc,536976,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,7688,0,50,Australia,>50K,2486,0,11913.36,Debt Consolidation,38.8,0,0
41,Self-emp-inc,223080,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,2415,55,Australia,>50K,81,0,11385,Debt Consolidation,8.5,0,0
41,Private,329780,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,Australia,>50K,9219,0,3758.52,Other,19.1,0,0
41,Self-emp-not-inc,451154,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,5013,0,70,Australia,<=50K,3110,0,8859.24,Home Improvements,13,0,0
42,Private,99999999,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,3908,0,40,Australia,<=50K,3442,0,20105.04,Debt Consolidation,20.2,0,0
42,Private,116930,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,<=50K,6736,0,12382.44,other,16.2,0,0
42,Private,167772,Some-college,10,Married-civ-spouse,Tech-support,White,Male,0,0,40,Australia,<=50K,9231,0,9430.2,Take a Trip,26.1,1,0
42,Private,392722,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,44,Australia,>50K,5111,0,12143.28,Debt Consolidation,30.9,0,1
42,Private,178486,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7298,0,45,Australia,>50K,2714,0,14264.88,Debt Consolidation,15,0,0
42,Private,120164,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,3103,0,45,Australia,>50K,3723,0,5427.6,Debt Consolidation,11.9,0,0
42,Private,217514,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1887,50,Australia,>50K,835,0,17345.52,Debt Consolidation,9.7,0,1
42,Private,234058,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,50,Australia,>50K,2077,0,0,Home Improvements,17.5,1,1
42,Private,223234,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7298,0,52,Australia,>50K,2682,0,14617.68,Debt Consolidation,13,0,1
42,Private,428846,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,99999,0,55,Australia,>50K,1584,0,14729.88,Debt Consolidation,19.2,0,1
42,Self-emp-not-inc,67562,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,60,Australia,<=50K,5297,0,14407.08,other,23.1,0,1
43,Private,583352,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1902,40,Australia,>50K,562,0,9784.92,Debt Consolidation,24.5,0,1
43,Private,348348,Some-college,10,Married-civ-spouse,Sales,White,Male,7688,0,40,Australia,>50K,2389,0,11074.68,Debt Consolidation,14.9,0,1
43,Private,43758,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,5178,0,40,Australia,>50K,3072,0,4418.4,other,23.8,1,1
43,Private,411730,Some-college,10,Married-civ-spouse,Sales,White,Male,3103,0,40,Australia,>50K,3712,0,9568.44,Debt Consolidation,16,0,0
43,Self-emp-inc,776710,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,45,Australia,>50K,2097,0,27142.2,Debt Consolidation,14.5,0,1
43,Private,215578,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,0,1887,50,Australia,>50K,739,0,14551.08,Debt Consolidation,11,0,0
43,Private,198308,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1485,50,Australia,<=50K,1384,0,5289.48,Debt Consolidation,16.4,0,0
43,Self-emp-inc,272866,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,50,Australia,<=50K,6986,0,18640.2,Debt Consolidation,21.5,0,0
44,Private,292490,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,40,Australia,<=50K,4701,0,13784.76,Debt Consolidation,22.1,0,0
44,Federal-gov,668712,Some-college,10,Married-civ-spouse,Tech-support,White,Male,0,0,40,Australia,<=50K,5977,0,8023.68,Business Loan,29.7,0,0
44,Private,220880,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,Australia,<=50K,7933,0,15281.88,Home Improvements,13,1,0
44,Private,110286,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,40,Australia,<=50K,9932,0,8471.16,Home Improvements,9.6,0,0
44,Private,249480,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7688,0,45,Australia,>50K,2591,0,9515.76,Debt Consolidation,14.9,0,1
44,Self-emp-inc,334400,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,Australia,>50K,5487,0,6464.52,Debt Consolidation,19.3,1,1
44,Private,325578,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,50,Australia,<=50K,5688,0,13175.64,Buy a Car,14.5,0,0
44,Self-emp-not-inc,111034,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1887,55,Australia,>50K,863,0,16019.64,Debt Consolidation,16.7,1,0
45,Self-emp-inc,420684,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,30,Australia,<=50K,7624,0,19533.24,Debt Consolidation,17.1,0,0
45,Private,267806,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,0,1902,35,Australia,>50K,553,0,9490.44,Debt Consolidation,18.5,1,0
45,Private,346544,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1848,40,Australia,>50K,960,0,11345.76,Debt Consolidation,22.5,0,0
45,Federal-gov,24684,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7688,0,40,Australia,>50K,2425,0,0,Debt Consolidation,13.3,0,0
45,Local-gov,207680,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,0,0,40,Australia,>50K,6243,0,23451.84,Debt Consolidation,14.5,0,0
45,Self-emp-not-inc,110836,Some-college,10,Married-civ-spouse,Other-service,White,Male,3103,0,42,Australia,<=50K,3737,0,13549.32,Debt Consolidation,13.9,0,0
45,Private,676170,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1740,50,Australia,<=50K,1074,0,9924.48,Debt Consolidation,24.7,0,1
46,Local-gov,548790,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,24,Australia,<=50K,5803,0,15124.08,small_business,30,0,0
46,Private,185306,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,5178,0,38,Australia,>50K,3036,0,12812.04,Debt Consolidation,16.1,0,0
46,Private,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1887,40,Australia,>50K,803,0,14725.92,Debt Consolidation,14.5,0,0
46,Self-emp-not-inc,173624,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,3137,0,40,Australia,<=50K,3662,0,13246.92,Debt Consolidation,11.3,0,0
46,Private,534556,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,40,Australia,<=50K,5346,0,18682.8,Debt Consolidation,17.9,0,0
46,Private,729542,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,6513,0,12590.88,Debt Consolidation,10,0,0
46,Private,287034,Some-college,10,Married-civ-spouse,Tech-support,White,Male,0,1887,45,Australia,>50K,768,0,12356.16,Debt Consolidation,6.9,0,0
46,Private,560956,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,50,Australia,>50K,1969,0,13117.44,other,30.3,0,0
46,Private,782936,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,50,Australia,>50K,7285,0,13194.48,Debt Consolidation,10.7,0,0
46,Self-emp-inc,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,60,Australia,<=50K,7194,0,12212.04,Debt Consolidation,20.1,0,0
47,State-gov,215798,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,0,0,30,Australia,<=50K,8670,0,11377.8,Debt Consolidation,15.5,0,0
47,Self-emp-not-inc,150788,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1977,40,Australia,>50K,438,0,11734.2,Debt Consolidation,31,0,0
47,Local-gov,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,<=50K,7175,0,17627.64,Debt Consolidation,18.9,0,0
47,Private,270116,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,Australia,<=50K,7400,0,14123.16,Debt Consolidation,14.7,0,0
47,Private,99999999,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,9384,0,15767.76,Debt Consolidation,20.6,0,0
47,Private,177144,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,Australia,<=50K,6023,0,12051.24,Debt Consolidation,6.7,0,0
47,Private,585266,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1485,47,Australia,<=50K,1410,0,8574.6,Debt Consolidation,16.4,0,0
47,Private,265320,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,Australia,>50K,4723,0,12836.28,Debt Consolidation,9.5,0,0
47,Private,75394,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,50,Australia,<=50K,9309,0,10154.04,Home Improvements,25.6,0,0
48,State-gov,432168,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,0,1902,40,Australia,>50K,660,0,5580.72,Debt Consolidation,18.7,0,0
48,Private,324258,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,7298,0,40,Australia,>50K,2888,0,11328.84,Home Improvements,28.2,1,1
48,Self-emp-not-inc,434236,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,Australia,<=50K,5318,0,14834.52,Debt Consolidation,12.7,0,0
49,Local-gov,457402,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,7298,0,40,Australia,>50K,2711,0,8448.12,Debt Consolidation,27.5,0,0
49,Self-emp-inc,118030,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,50,Australia,>50K,2002,0,4134.24,other,17.7,0,0
50,Private,335258,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1887,35,Australia,>50K,772,0,6579.24,Business Loan,13.5,0,0
50,Local-gov,128678,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7688,0,40,Australia,>50K,2579,0,17321.16,Debt Consolidation,17.8,1,0
50,Private,167002,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,60,Australia,<=50K,7232,0,10424.52,Debt Consolidation,13.2,0,0
51,Private,786104,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,15024,0,40,Australia,>50K,1939,0,3609.6,Debt Consolidation,38,0,0
51,Private,99999999,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,7298,0,40,Australia,>50K,2755,0,14122.68,Buy a Car,13.5,1,0
51,Private,291500,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,<=50K,5062,0,18986.76,Debt Consolidation,15.1,0,0
51,Private,99999999,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,>50K,6175,0,8054.16,Debt Consolidation,14,0,0
51,Private,39776,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,<=50K,6433,0,10680.6,Debt Consolidation,14.8,0,0
51,Private,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,>50K,8785,0,7158.48,Home Improvements,13.4,0,0
52,Private,194722,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,5013,0,40,Australia,<=50K,3160,0,17073.24,Debt Consolidation,19.9,0,0
52,Private,328152,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,Australia,<=50K,4667,0,13109.52,Debt Consolidation,15.6,0,0
52,Private,197516,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,>50K,6218,0,9894.12,Debt Consolidation,17.1,0,0
52,Self-emp-not-inc,29172,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,7182,0,6396.12,Other,16.5,1,0
52,Private,99999999,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,Australia,<=50K,8137,0,12360.6,Business Loan,17.7,0,0
52,Private,229790,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,45,Australia,>50K,1824,0,9292.92,Debt Consolidation,14.9,1,0
52,Private,162580,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,3103,0,55,Australia,>50K,3717,0,6956.64,Debt Consolidation,29,0,0
52,Self-emp-not-inc,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,55,Australia,>50K,5145,0,13815.6,Debt Consolidation,19.1,0,0
53,Self-emp-not-inc,773696,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,30,Australia,<=50K,6865,0,8036.88,Buy House,14.4,0,0
53,Private,99999999,Some-college,10,Married-civ-spouse,Tech-support,White,Male,0,0,40,Australia,<=50K,5021,0,9233.4,Debt Consolidation,9.5,0,0
53,Private,240966,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,1887,45,Australia,>50K,896,0,9421.08,Debt Consolidation,16,0,0
53,Private,609092,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,7298,0,45,Australia,>50K,2813,0,17658.48,Debt Consolidation,23.6,0,0
53,Private,166232,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,Australia,>50K,5458,0,8390.04,Debt Consolidation,21.3,1,0
54,Private,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,15024,0,40,Australia,>50K,2051,0,6115.32,other,11.1,0,0
54,Local-gov,670538,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,Australia,<=50K,4832,0,26595.96,Debt Consolidation,17.5,0,0
54,Federal-gov,99999999,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Australia,>50K,8745,0,6407.04,Debt Consolidation,14.9,0,0
54,Private,215798,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,8802,0,7866.12,Debt Consolidation,16,0,0
54,Self-emp-inc,206602,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,45,Australia,>50K,5941,0,0,Debt Consolidation,11,0,0
54,Self-emp-not-inc,335720,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1579,48,Australia,<=50K,1323,0,3714.24,Debt Consolidation,12.9,0,0
55,Private,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1902,40,Australia,>50K,582,0,21251.64,Home Improvements,15.7,1,0
55,Private,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,56,Australia,<=50K,4334,0,12544.08,Debt Consolidation,22,0,0
55,Self-emp-not-inc,301620,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,99,Australia,>50K,5854,0,12359.04,Debt Consolidation,27.1,1,0
56,Private,258500,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,40,Australia,>50K,9771,0,9177.72,Debt Consolidation,14.5,0,0
56,Self-emp-not-inc,283052,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,45,Australia,<=50K,4546,0,3002.04,Debt Consolidation,16.5,0,0
56,Self-emp-inc,607926,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7688,0,50,Australia,>50K,2395,0,18099.72,Debt Consolidation,16.2,1,0
56,Private,446028,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,7688,0,50,Australia,>50K,2619,0,13990.08,Debt Consolidation,16.8,0,0
57,Private,531850,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1902,40,Australia,>50K,578,0,15365.04,Debt Consolidation,15.8,0,0
57,Self-emp-not-inc,355454,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,3137,0,40,Australia,<=50K,3636,0,14371.32,Debt Consolidation,13.9,0,0
57,Private,492536,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1672,45,Australia,<=50K,1141,0,3861.6,Debt Consolidation,19.8,0,0
58,Self-emp-not-inc,140096,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,35,Australia,<=50K,9064,0,13584.96,Debt Consolidation,8.7,0,0
58,Private,107448,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1887,40,Australia,>50K,829,0,13560.72,other,17.4,0,0
58,,184492,Some-college,10,Married-civ-spouse,,White,Male,0,0,40,Australia,>50K,5250,0,11361.36,Debt Consolidation,10.5,0,0
58,Self-emp-inc,483010,Some-college,10,Married-civ-spouse,Transport-moving,White,Female,0,0,40,Australia,>50K,5361,0,8157.72,Debt Consolidation,16,0,0
58,Self-emp-not-inc,132374,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,Australia,>50K,9574,0,8613.12,vacation,25.9,0,1
59,Private,105842,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,34,Australia,<=50K,6627,0,17490.96,Debt Consolidation,21,0,1
59,Private,267586,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,3103,0,35,Australia,>50K,3721,0,17645.64,Debt Consolidation,13.9,0,1
59,State-gov,342144,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,2179,40,Australia,<=50K,221,0,13843.2,Debt Consolidation,8.4,0,1
59,Private,475332,Some-college,10,Married-civ-spouse,Sales,White,Male,4064,0,40,Australia,<=50K,3375,0,16754.76,Debt Consolidation,15.3,1,1
59,Private,384648,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,15024,0,50,Australia,>50K,1891,0,9684,Debt Consolidation,20.9,0,1
59,Self-emp-not-inc,206074,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,1579,60,Australia,<=50K,1333,0,14390.88,Debt Consolidation,9.8,0,1
59,Self-emp-inc,248952,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,60,Australia,>50K,1973,0,12943.92,Debt Consolidation,15.4,1,1
60,Private,540628,Some-college,10,Married-civ-spouse,Sales,White,Male,7298,0,40,Australia,>50K,2848,0,4876.68,Debt Consolidation,25.2,0,0
60,Private,322652,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,7298,0,40,Australia,>50K,2863,0,5304.36,Debt Consolidation,14.8,0,1
60,Federal-gov,193996,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,7298,0,40,Australia,>50K,2896,0,15241.08,Debt Consolidation,16.5,0,1
60,Self-emp-inc,87648,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7688,0,50,Australia,>50K,2391,0,15175.08,Debt Consolidation,11.4,0,0
